"mid","codepost","censoredpost","politics","complaining","similarity"
"mUEzqnWzaH","【调查称18-29岁人群中90%与智能手机睡在一起】18-29岁人群中，近90%人会与智能手机睡在一起。95%的人在睡前会使用手机（看网页、看视频或发短信），如果晚上醒来，近一半的人会立刻查看手机。在带来方便之时，手机也在跟我们抢时间，甚至跟我们抢夺健康、生命…","【重庆雷政富同志，请辟谣！】资深调查记者举报，重庆市北碚区委书记雷政富（正厅级），与重庆市开县赵家镇18岁女青年赵红霞发生不正当男女关系后，又动用权力将赵红霞抓捕，试图封口。由于本人水平有限，无法识别图片真伪，群众的眼睛是雪亮的，诚邀广大网友一起鉴定！","No","No",1
"m4YEHluunl","【南京市区枪击案疑系双方开车斗气引发】今日下午4点左右，在南京应天大街高架桥上，两名车主发生冲突，其中一人向另一辆轿车连开三枪。三枪均未击中奥迪车主，之后三人迅速逃离。据目击者介绍，从开枪男子言语中初步判断，可能因为开“斗气车”引发了摩擦。Dh","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mRcGr3hXx1","【南京发生枪击事件3人当街拦车连开3枪】今天下午四点左右，南京应天大街高架桥发生枪击事件，据目击市民说，一辆黑色轿车突然横向拦截住一辆淮安牌照的奥迪，从车上下来三人，向奥迪开连开三枪。|南报网","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mRcGnHOwEL","给力！","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mT58WlfYeO","宇宙是圆的","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mVZqkxqwQ8","保持冷静我是来实习当领导的！我认为是实习生的不对，仁杰，你怎么看？","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mrAlYUYSWf","瘦死的骆驼比马大","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mvRkelzjjO","一直在享受着58的免费服务，有木有？","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mF8ruzVqf9","已经上线了！","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"m2Dph56N1p","市场够大，需要更多参与者来热闹","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mdO98QsxEq","谢谢转发","【驾驶证新规】2013年1月1日施行：1、闯红灯，记6分，罚100元。2、酒驾，5年内不得再考取驾照。3、不系安全带，记3分，罚100元。4、副驾不系安全带，记1分，罚50元。5、行驶途中拨打手机，记3分，罚100元。6、行驶途中抽烟，记1分，罚100元。7、有意遮挡号牌，记12分，顶额处罚。8、超速驾驶，记6分。","No","No",1
"mZmZHmrUbV","中分看鼻子，齐刘海看脸型，斜刘海看气质，无刘海看五官。。。。。我适合蒙面…","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mA3zqHDq1Y","可以触摸的痛苦是什么？就是觉得肚子都饿扁了，一摸还是有一坨肉。。。","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"m2rE8EiJHv","小时候都做的事情，现在想想泪水都出来了，好久没有那么单纯的生活了！","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mSa5RTvc89","绝大多数人，绝大多数时候，人都只能靠自己。没什么家庭背景，没遇到什么贵人，也没读什么好学校，这些都没有关系。关键是，你决心要走哪条路，想成为什么样的人，准备怎样改变自己的惰性。向前走，相信梦想并坚持。只有这样，你才有机会自我证明，找到你想要的尊严和荣誉。","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mH4pwxIIUs","每天都要打扮得能怎么漂亮就怎么漂亮才出门，因为你永远不知道今天会遇见谁。”无论你多少岁，读多少书，生得美不美，都要做个闪闪发光的漂亮姑娘。开心的时候要漂亮，不开心的时候更要漂亮！漂亮如果有秘诀，那就是狠狠宠爱自己！","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mpbkynN1Wi","不要在意别人在背后怎么看你说你，编造关于你的是非，甚至是攻击你。人贵在大气，要学会对自己说，如果这样说能让你们满足，我愿意接受，并请相信，真正懂你的人绝不会因为那些有的、没的否定你！","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mpG0Y8rdm8","宝贝记住，不是眼泪就可以挽回失去的。所以不要轻易流下你的泪。不是伤心就一定要哭泣，所以不要那么吝啬你的微笑。宝贝记住，不是你认为可以给予就给予，所以不要轻易许下承诺。不是你做得不够好，所以不要悲悯地以为自己一事无成。宝贝记住，不是你一个人在努力，所以不要轻易地就放弃！","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mA3zLywux6","【男人最怕女人做的10件事】1.想掌控一切；2.猜疑心过重；3.怀疑他的能力；4.任性不懂事；5.找人把柄，出言威胁；6.唠叨、啰嗦、废话太多；7.爱提分手，爱闹别扭；8.悲观宿命，哭哭啼啼；9.喜欢吐糟，不给面子；10.好辩强势，喜占上风。","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mAaTzWr7VM","Loveaperson,youmustletthemknow.Maybenottheanswer,atleastyoutried,donothavetoregret.喜欢一个人，一定要让对方知道。也许得不到答案，至少你努力过，不必后悔。","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mVQP51w8kw","你是否经常狠不下心来做事，对自己不够狠，对别人也不够狠。所以，你总是黏黏糊糊，总是不忍心去拒绝别人，总是下不了决心让自己过的更好，总是缠绵过往不能自拔……完了，优柔寡断的你，必须狠一次，否则你永远也活不出自己。","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mH4pjvnk5V","第一眼没看出是冰箱的请转发~~@统帅电器","中国泰坦尼克号3D被剪，卡梅隆听到的原因是...没想到总菊的官方理由真好意思往外说啊。。H","No","No",1
"mVQP5uzfTm","【被定格的幸福】张景和，江苏徐州一名环卫工。2011年6月初，他在街头带着孙女的温馨场面，被摄影爱好者金钟云抓拍到，随后在网络广为流传，这普通人的幸福曾感动过无数网友！——4月14日，张景和因淋巴癌不治离世，幸福的瞬间永远被定格在网络深处，网友心里！via@徐州同城会","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mAMi5i08tG","都V了还被加密？","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","No","No",1
